Shipment_ID,Customer_ID,Order_Date,Delivery_Date,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Status,Delivery_Days,Delivery_Performance
SHP00296,CUST0289,2025-07-23,2025-07-25,South,South,Electronics,Standard,279,Delivered,2,On Time
SHP00263,CUST0374,2025-07-23,2025-07-24,Central,North,Parcel,Standard,336,Delivered,1,On Time
SHP01306,CUST0065,2025-07-23,2025-07-29,Central,Central,Parcel,Standard,459,Delivered,6,Not On Time
SHP01216,CUST0146,2025-07-24,2025-07-25,West,West,Document,Standard,338,Delayed,1,Not On Time
SHP01253,CUST0224,2025-07-25,2025-07-27,West,North,Parcel,Same Day,626,Delivered,2,On Time
SHP01892,CUST0239,2025-07-25,2025-07-28,East,North,Electronics,Standard,365,Delivered,3,On Time
SHP00776,CUST0177,2025-07-27,2025-07-30,East,South,Electronics,Express,203,Delivered,3,On Time
SHP00729,CUST0267,2025-07-27,2025-08-01,South,Central,Document,Express,561,Delivered,5,Not On Time
SHP00872,CUST0341,2025-07-28,2025-08-01,West,Central,Parcel,Express,588,Delivered,4,Not On Time
SHP00293,CUST0282,2025-07-28,2025-08-01,South,West,Fragile,Express,491,Delivered,4,Not On Time
SHP01552,CUST0063,2025-07-28,2025-08-01,East,South,Fragile,Express,685,Delivered,4,Not On Time
SHP00787,CUST0217,2025-07-28,2025-07-31,South,Central,Document,Same Day,684,Delayed,3,Not On Time
SHP01490,CUST0342,2025-07-29,2025-08-04,South,East,Parcel,Standard,161,Delivered,6,Not On Time
SHP01137,CUST0315,2025-07-30,2025-08-02,Central,West,Parcel,Express,609,Delivered,3,On Time
SHP00586,CUST0283,2025-07-31,2025-08-07,West,West,Fragile,Standard,98,Delivered,7,Not On Time
SHP01778,CUST0177,2025-07-31,2025-08-03,South,East,Fragile,Express,365,Delivered,3,On Time
SHP00125,CUST0461,2025-07-31,2025-08-06,South,Central,Parcel,Express,608,Delivered,6,Not On Time
SHP01441,CUST0417,2025-07-31,2025-08-01,South,East,Fragile,Standard,144,Cancelled,1,Not On Time
SHP00798,CUST0098,2025-08-01,2025-08-02,South,North,Fragile,Standard,105,Delivered,1,On Time
SHP00941,CUST0105,2025-08-01,2025-08-03,East,South,Document,Express,253,Delivered,2,On Time
SHP01183,CUST0099,2025-08-02,2025-08-05,Central,West,Parcel,Express,470,Failed,3,Not On Time
SHP01663,CUST0385,2025-08-03,2025-08-06,East,West,Parcel,Express,325,Delivered,3,On Time
SHP00337,CUST0405,2025-08-03,2025-08-04,West,East,Fragile,Standard,439,Delivered,1,On Time
SHP01909,CUST0496,2025-08-03,2025-08-07,East,Central,Electronics,Standard,250,Delivered,4,Not On Time
SHP01649,CUST0311,2025-08-06,2025-08-09,North,West,Electronics,Standard,136,Delayed,3,Not On Time
SHP01339,CUST0006,2025-08-06,2025-08-07,Central,Central,Parcel,Standard,276,Delivered,1,On Time
SHP01146,CUST0476,2025-08-07,2025-08-10,West,East,Document,Standard,200,Cancelled,3,Not On Time
SHP01555,CUST0465,2025-08-07,2025-08-10,Central,North,Parcel,Standard,446,Delivered,3,On Time
SHP01251,CUST0197,2025-08-08,2025-08-09,South,North,Document,Standard,94,Delayed,1,Not On Time
SHP00202,CUST0351,2025-08-09,2025-08-10,North,Central,Parcel,Standard,171,Delayed,1,Not On Time
SHP01541,CUST0133,2025-08-10,2025-08-12,South,South,Parcel,Express,238,Cancelled,2,Not On Time
SHP00766,CUST0358,2025-08-10,2025-08-12,West,Central,Parcel,Express,382,Delayed,2,Not On Time
SHP00447,CUST0259,2025-08-10,2025-08-12,South,East,Parcel,Express,409,Delivered,2,On Time
SHP01005,CUST0437,2025-08-10,2025-08-15,East,Central,Electronics,Express,407,Delivered,5,Not On Time
SHP01355,CUST0023,2025-08-10,2025-08-14,East,Central,Electronics,Standard,483,Delayed,4,Not On Time
SHP01625,CUST0485,2025-08-11,2025-08-14,Central,North,Parcel,Express,337,Delivered,3,On Time
SHP01367,CUST0053,2025-08-11,2025-08-15,East,West,Parcel,Standard,326,Delivered,4,Not On Time
SHP01237,CUST0165,2025-08-11,2025-08-14,Central,North,Fragile,Express,235,Delayed,3,Not On Time
SHP01556,CUST0202,2025-08-11,2025-08-12,West,West,Electronics,Express,196,Delivered,1,On Time
SHP01675,CUST0458,2025-08-12,2025-08-19,South,Central,Parcel,Express,624,Delivered,7,Not On Time
SHP00918,CUST0083,2025-08-12,2025-08-15,South,East,Parcel,Express,522,Delivered,3,On Time
SHP01317,CUST0145,2025-08-13,2025-08-17,East,East,Fragile,Standard,248,Delivered,4,Not On Time
SHP01483,CUST0085,2025-08-14,2025-08-18,East,West,Electronics,Standard,450,Delayed,4,Not On Time
SHP01358,CUST0078,2025-08-14,2025-08-17,East,East,Document,Standard,113,Delayed,3,Not On Time
SHP00978,CUST0457,2025-08-15,2025-08-17,North,East,Parcel,Standard,167,Delivered,2,On Time
SHP01203,CUST0366,2025-08-15,2025-08-18,South,Central,Fragile,Standard,441,Delivered,3,On Time
SHP00080,CUST0001,2025-08-15,2025-08-17,Central,East,Fragile,Express,547,Delivered,2,On Time
SHP01771,CUST0051,2025-08-16,2025-08-20,West,East,Parcel,Same Day,410,Failed,4,Not On Time
SHP01879,CUST0173,2025-08-16,2025-08-21,South,West,Parcel,Express,132,Delivered,5,Not On Time
SHP01090,CUST0205,2025-08-16,2025-08-17,South,East,Document,Standard,277,Delivered,1,On Time
SHP00699,CUST0260,2025-08-17,2025-08-19,East,Central,Fragile,Standard,434,Delivered,2,On Time
SHP00415,CUST0446,2025-08-18,2025-08-20,West,Central,Fragile,Express,435,Delivered,2,On Time
SHP01990,CUST0449,2025-08-20,2025-08-21,South,Central,Parcel,Express,571,Delivered,1,On Time
SHP00812,CUST0369,2025-08-20,2025-08-24,Central,North,Parcel,Express,675,Delivered,4,Not On Time
SHP01849,CUST0488,2025-08-20,2025-08-25,East,South,Document,Standard,98,Delivered,5,Not On Time
SHP00778,CUST0288,2025-08-23,2025-08-28,West,South,Electronics,Standard,333,Delivered,5,Not On Time
SHP00037,CUST0034,2025-08-23,2025-08-27,West,North,Fragile,Standard,484,Delivered,4,Not On Time
SHP00853,CUST0348,2025-08-26,2025-08-28,Central,Central,Electronics,Express,189,Delivered,2,On Time
SHP00633,CUST0095,2025-08-26,2025-08-31,Central,Central,Document,Standard,403,Delivered,5,Not On Time
SHP00389,CUST0072,2025-08-27,2025-09-02,East,Central,Parcel,Express,501,Delivered,6,Not On Time
SHP01572,CUST0039,2025-08-27,2025-08-30,East,West,Electronics,Express,176,Delivered,3,On Time
SHP00253,CUST0154,2025-08-29,2025-09-05,South,West,Parcel,Standard,305,Cancelled,7,Not On Time
SHP01346,CUST0250,2025-08-29,2025-09-01,Central,West,Fragile,Standard,244,Delivered,3,On Time
SHP01438,CUST0162,2025-08-30,2025-09-03,North,East,Parcel,Standard,335,Cancelled,4,Not On Time
SHP00166,CUST0438,2025-08-31,2025-09-02,North,Central,Fragile,Standard,461,Delivered,2,On Time
SHP01833,CUST0118,2025-08-31,2025-09-02,South,South,Electronics,Standard,135,Delivered,2,On Time
SHP00994,CUST0259,2025-09-01,2025-09-05,Central,Central,Document,Standard,442,Delivered,4,Not On Time
SHP01011,CUST0379,2025-09-01,2025-09-04,South,West,Parcel,Standard,415,Delivered,3,On Time
SHP00102,CUST0306,2025-09-04,2025-09-07,Central,Central,Parcel,Standard,380,Delivered,3,On Time
SHP00303,CUST0268,2025-09-04,2025-09-06,Central,North,Parcel,Express,682,Delivered,2,On Time
SHP00701,CUST0449,2025-09-04,2025-09-06,East,East,Fragile,Express,578,Delivered,2,On Time
SHP01714,CUST0054,2025-09-05,2025-09-09,West,West,Parcel,Standard,209,Delivered,4,Not On Time
SHP01096,CUST0236,2025-09-06,2025-09-10,East,East,Electronics,Standard,414,Delivered,4,Not On Time
SHP00783,CUST0389,2025-09-07,2025-09-08,South,South,Parcel,Express,405,Cancelled,1,Not On Time
SHP00394,CUST0478,2025-09-08,2025-09-10,West,North,Document,Standard,348,Delivered,2,On Time
SHP01723,CUST0222,2025-09-09,2025-09-13,North,West,Parcel,Standard,225,Delivered,4,Not On Time
SHP01604,CUST0251,2025-09-10,2025-09-13,North,Central,Parcel,Express,455,Delivered,3,On Time
SHP01496,CUST0313,2025-09-11,2025-09-13,East,East,Parcel,Express,664,Delivered,2,On Time
SHP01098,CUST0401,2025-09-11,2025-09-14,Central,West,Parcel,Standard,387,Delivered,3,On Time
SHP01688,CUST0112,2025-09-12,2025-09-17,Central,West,Fragile,Same Day,641,Delivered,5,Not On Time
SHP00697,CUST0255,2025-09-14,2025-09-19,North,West,Document,Standard,404,Failed,5,Not On Time
SHP01034,CUST0303,2025-09-14,2025-09-15,South,South,Electronics,Standard,285,Cancelled,1,Not On Time
SHP00582,CUST0407,2025-09-15,2025-09-20,South,Central,Parcel,Standard,437,Delivered,5,Not On Time
SHP00186,CUST0207,2025-09-15,2025-09-16,North,South,Fragile,Express,183,Cancelled,1,Not On Time
SHP00707,CUST0229,2025-09-15,2025-09-16,East,South,Fragile,Express,427,Delivered,1,On Time
SHP01878,CUST0341,2025-09-15,2025-09-19,East,Central,Document,Standard,315,Delayed,4,Not On Time
SHP00657,CUST0398,2025-09-16,2025-09-19,Central,East,Fragile,Express,679,Delayed,3,Not On Time
SHP01885,CUST0066,2025-09-16,2025-09-19,North,West,Parcel,Express,188,Delivered,3,On Time
SHP00265,CUST0075,2025-09-17,2025-09-22,North,East,Parcel,Express,416,Delivered,5,Not On Time
SHP01735,CUST0435,2025-09-18,2025-09-21,North,Central,Parcel,Standard,156,Delivered,3,On Time
SHP00826,CUST0103,2025-09-18,2025-09-20,Central,West,Fragile,Standard,493,Cancelled,2,Not On Time
SHP00201,CUST0422,2025-09-19,2025-09-23,South,North,Parcel,Same Day,659,Cancelled,4,Not On Time
SHP00134,CUST0192,2025-09-19,2025-09-26,East,Central,Parcel,Standard,225,Delivered,7,Not On Time
SHP01084,CUST0252,2025-09-20,2025-09-25,East,West,Parcel,Express,176,Delivered,5,Not On Time
SHP01875,CUST0226,2025-09-20,2025-09-23,Central,Central,Electronics,Express,164,Delivered,3,On Time
SHP01588,CUST0294,2025-09-20,2025-09-23,West,West,Fragile,Standard,169,Cancelled,3,Not On Time
SHP01481,CUST0306,2025-09-21,2025-09-26,Central,East,Parcel,Same Day,328,Delivered,5,Not On Time
SHP01736,CUST0098,2025-09-21,2025-09-24,East,North,Document,Express,206,Delivered,3,On Time
SHP01667,CUST0338,2025-09-22,2025-09-24,South,North,Parcel,Standard,478,Delivered,2,On Time
SHP00980,CUST0286,2025-09-23,2025-09-26,North,South,Fragile,Express,167,Delayed,3,Not On Time
SHP00133,CUST0335,2025-09-24,2025-09-28,Central,East,Parcel,Standard,387,Delivered,4,Not On Time
SHP01726,CUST0347,2025-09-24,2025-09-27,South,West,Fragile,Express,202,Delivered,3,On Time
SHP01019,CUST0435,2025-09-25,2025-09-30,South,South,Document,Standard,444,Delivered,5,Not On Time
SHP00455,CUST0447,2025-09-25,2025-09-29,East,North,Parcel,Same Day,259,Delivered,4,Not On Time
SHP00330,CUST0482,2025-09-25,2025-09-28,Central,South,Document,Standard,256,Delivered,3,On Time
SHP00630,CUST0308,2025-09-25,2025-09-28,Central,West,Parcel,Standard,404,Delivered,3,On Time
SHP00442,CUST0249,2025-09-25,2025-09-26,Central,West,Parcel,Express,116,Delayed,1,Not On Time
SHP01185,CUST0166,2025-09-26,2025-09-30,West,West,Parcel,Standard,321,Delivered,4,Not On Time
SHP01380,CUST0481,2025-09-26,2025-09-27,West,West,Parcel,Standard,284,Delayed,1,Not On Time
SHP00320,CUST0472,2025-09-27,2025-10-02,East,West,Fragile,Standard,249,Delivered,5,Not On Time
SHP01681,CUST0335,2025-09-28,2025-09-30,East,Central,Fragile,Standard,112,Delivered,2,On Time
SHP01447,CUST0030,2025-09-28,2025-09-30,West,North,Document,Standard,195,Delivered,2,On Time
SHP00660,CUST0247,2025-09-30,2025-10-02,North,West,Electronics,Standard,152,Delivered,2,On Time
SHP00880,CUST0106,2025-10-01,2025-10-07,West,East,Document,Standard,480,Delayed,6,Not On Time
SHP00218,CUST0051,2025-10-01,2025-10-04,South,South,Parcel,Standard,262,Delivered,3,On Time
SHP00180,CUST0081,2025-10-02,2025-10-04,East,East,Document,Standard,389,Delivered,2,On Time
SHP00147,CUST0133,2025-10-03,2025-10-04,South,West,Fragile,Standard,209,Delivered,1,On Time
SHP01820,CUST0285,2025-10-03,2025-10-07,East,Central,Parcel,Standard,117,Delivered,4,Not On Time
SHP00103,CUST0388,2025-10-04,2025-10-08,East,North,Fragile,Express,218,Delivered,4,Not On Time
SHP01626,CUST0138,2025-10-05,2025-10-08,East,West,Fragile,Express,253,Delivered,3,On Time
SHP00637,CUST0184,2025-10-06,2025-10-07,North,East,Electronics,Express,483,Delayed,1,Not On Time
SHP00129,CUST0401,2025-10-07,2025-10-08,West,East,Document,Express,176,Delivered,1,On Time
SHP01008,CUST0330,2025-10-07,2025-10-09,Central,East,Document,Express,463,Delayed,2,Not On Time
SHP00724,CUST0273,2025-10-07,2025-10-08,North,East,Document,Standard,232,Delivered,1,On Time
SHP00032,CUST0340,2025-10-08,2025-10-13,South,East,Parcel,Express,350,Delayed,5,Not On Time
SHP01985,CUST0472,2025-10-08,2025-10-12,West,West,Parcel,Standard,222,Delivered,4,Not On Time
SHP00078,CUST0069,2025-10-09,2025-10-10,South,East,Electronics,Standard,252,Delivered,1,On Time
SHP01694,CUST0034,2025-10-09,2025-10-11,Central,Central,Parcel,Standard,214,Delivered,2,On Time
SHP00137,CUST0262,2025-10-10,2025-10-15,East,West,Parcel,Express,323,Delayed,5,Not On Time
SHP01673,CUST0053,2025-10-11,2025-10-15,West,Central,Parcel,Standard,102,Cancelled,4,Not On Time
SHP01856,CUST0450,2025-10-11,2025-10-13,North,South,Document,Express,451,Delivered,2,On Time
SHP01953,CUST0205,2025-10-13,2025-10-14,West,North,Electronics,Standard,410,Delivered,1,On Time
SHP00469,CUST0126,2025-10-14,2025-10-17,North,East,Parcel,Standard,168,Delayed,3,Not On Time
SHP00286,CUST0235,2025-10-15,2025-10-18,West,East,Electronics,Express,337,Delivered,3,On Time
SHP00745,CUST0043,2025-10-15,2025-10-21,West,North,Fragile,Express,455,Delivered,6,Not On Time
SHP00317,CUST0240,2025-10-17,2025-10-19,East,West,Fragile,Standard,377,Delivered,2,On Time
SHP00495,CUST0459,2025-10-17,2025-10-19,East,South,Parcel,Standard,85,Delivered,2,On Time
SHP00321,CUST0371,2025-10-18,2025-10-22,East,East,Fragile,Express,517,Delivered,4,Not On Time
SHP01730,CUST0111,2025-10-18,2025-10-20,North,East,Fragile,Standard,169,Delivered,2,On Time
SHP00445,CUST0249,2025-10-19,2025-10-22,West,West,Parcel,Express,350,Delivered,3,On Time
SHP00239,CUST0151,2025-10-20,2025-10-22,East,North,Fragile,Standard,221,Delayed,2,Not On Time
SHP00169,CUST0183,2025-10-21,2025-10-24,North,North,Document,Standard,166,Delivered,3,On Time
SHP01855,CUST0336,2025-10-22,2025-10-25,South,West,Fragile,Standard,241,Delivered,3,On Time
SHP01668,CUST0095,2025-10-22,2025-10-24,North,West,Electronics,Standard,83,Delivered,2,On Time
SHP01982,CUST0459,2025-10-22,2025-10-25,East,East,Parcel,Express,344,Delivered,3,On Time
SHP01069,CUST0374,2025-10-22,2025-10-25,East,Central,Parcel,Standard,129,Delivered,3,On Time
SHP00866,CUST0400,2025-10-22,2025-10-25,South,Central,Parcel,Express,622,Delivered,3,On Time
SHP00705,CUST0008,2025-10-23,2025-10-26,South,West,Document,Standard,96,Delivered,3,On Time
SHP01669,CUST0388,2025-10-23,2025-10-25,North,South,Parcel,Same Day,569,Delivered,2,On Time
SHP01717,CUST0360,2025-10-23,2025-10-26,Central,Central,Fragile,Standard,288,Delivered,3,On Time
SHP00892,CUST0388,2025-10-23,2025-10-26,East,South,Parcel,Express,216,Delivered,3,On Time
SHP01991,CUST0184,2025-10-23,2025-10-25,North,West,Document,Standard,498,Delivered,2,On Time
SHP01414,CUST0281,2025-10-23,2025-10-26,North,Central,Parcel,Same Day,898,Delivered,3,On Time
SHP01814,CUST0195,2025-10-24,2025-10-27,West,North,Parcel,Express,595,Delivered,3,On Time
SHP01986,CUST0352,2025-10-24,2025-10-27,Central,South,Parcel,Standard,283,Delivered,3,On Time
SHP00408,CUST0195,2025-10-24,2025-10-26,East,South,Parcel,Standard,359,Delivered,2,On Time
SHP01919,CUST0155,2025-10-25,2025-10-26,West,East,Parcel,Standard,380,Failed,1,Not On Time
SHP01035,CUST0093,2025-10-25,2025-10-27,North,East,Parcel,Express,438,Delivered,2,On Time
SHP00885,CUST0160,2025-10-25,2025-10-27,Central,South,Document,Express,216,Delivered,2,On Time
SHP00140,CUST0434,2025-10-25,2025-10-30,North,West,Electronics,Standard,230,Delivered,5,Not On Time
SHP01655,CUST0061,2025-10-25,2025-10-28,North,South,Parcel,Standard,394,Delivered,3,On Time
SHP01589,CUST0122,2025-10-26,2025-11-02,South,North,Fragile,Standard,424,Delivered,7,Not On Time
SHP00790,CUST0051,2025-10-26,2025-10-31,Central,North,Parcel,Express,680,Delayed,5,Not On Time
SHP00893,CUST0403,2025-10-27,2025-10-29,East,South,Fragile,Express,312,Failed,2,Not On Time
SHP00668,CUST0277,2025-10-27,2025-10-28,West,Central,Parcel,Standard,111,Delayed,1,Not On Time
SHP00991,CUST0005,2025-10-27,2025-10-31,North,Central,Parcel,Express,407,Delivered,4,Not On Time
SHP00626,CUST0466,2025-10-28,2025-10-30,North,South,Fragile,Express,347,Delivered,2,On Time
SHP00504,CUST0092,2025-10-29,2025-11-01,North,Central,Parcel,Express,351,Delivered,3,On Time
SHP01533,CUST0170,2025-10-30,2025-11-05,South,South,Parcel,Standard,183,Delivered,6,Not On Time
SHP01725,CUST0317,2025-10-31,2025-11-05,East,North,Document,Express,153,Delivered,5,Not On Time
SHP00911,CUST0022,2025-10-31,2025-11-04,South,South,Fragile,Standard,400,Delivered,4,Not On Time
SHP01623,CUST0405,2025-10-31,2025-11-02,East,East,Parcel,Standard,105,Delivered,2,On Time
SHP01865,CUST0326,2025-11-02,2025-11-03,North,North,Parcel,Express,521,Failed,1,Not On Time
SHP01233,CUST0001,2025-11-02,2025-11-07,East,East,Fragile,Same Day,405,Delivered,5,Not On Time
SHP00487,CUST0133,2025-11-02,2025-11-05,East,East,Parcel,Express,381,Delivered,3,On Time
SHP01810,CUST0233,2025-11-02,2025-11-03,Central,East,Parcel,Express,220,Delivered,1,On Time
SHP00628,CUST0012,2025-11-02,2025-11-07,Central,Central,Parcel,Standard,348,Delivered,5,Not On Time
SHP01360,CUST0346,2025-11-03,2025-11-04,East,East,Fragile,Standard,354,Delivered,1,On Time
SHP01666,CUST0046,2025-11-03,2025-11-08,South,West,Fragile,Express,466,Delayed,5,Not On Time
SHP00571,CUST0034,2025-11-04,2025-11-07,East,East,Parcel,Standard,437,Delivered,3,On Time
SHP01247,CUST0433,2025-11-05,2025-11-11,West,West,Document,Express,190,Delayed,6,Not On Time
SHP00400,CUST0078,2025-11-06,2025-11-07,West,South,Document,Express,655,Delayed,1,Not On Time
SHP01028,CUST0218,2025-11-06,2025-11-08,South,South,Parcel,Standard,362,Delivered,2,On Time
SHP00507,CUST0301,2025-11-06,2025-11-11,North,Central,Parcel,Standard,348,Delivered,5,Not On Time
SHP00555,CUST0411,2025-11-07,2025-11-08,Central,North,Document,Standard,265,Delivered,1,On Time
SHP01770,CUST0073,2025-11-08,2025-11-14,North,Central,Document,Standard,349,Failed,6,Not On Time
SHP01648,CUST0282,2025-11-12,2025-11-16,South,West,Fragile,Express,371,Delivered,4,Not On Time
SHP00634,CUST0249,2025-11-12,2025-11-15,Central,Central,Parcel,Standard,138,Delivered,3,On Time
SHP00298,CUST0047,2025-11-12,2025-11-16,Central,North,Parcel,Express,304,Delivered,4,Not On Time
SHP00126,CUST0121,2025-11-12,2025-11-15,West,Central,Parcel,Standard,145,Cancelled,3,Not On Time
SHP00846,CUST0214,2025-11-13,2025-11-17,North,North,Electronics,Standard,500,Delivered,4,Not On Time
SHP00139,CUST0239,2025-11-14,2025-11-16,South,North,Document,Standard,219,Delivered,2,On Time
SHP00099,CUST0056,2025-11-14,2025-11-16,South,Central,Document,Express,160,Delivered,2,On Time
SHP00486,CUST0350,2025-11-15,2025-11-19,Central,North,Parcel,Standard,480,Delivered,4,Not On Time
SHP00281,CUST0107,2025-11-15,2025-11-18,North,Central,Fragile,Standard,383,Delivered,3,On Time
SHP01408,CUST0319,2025-11-15,2025-11-16,North,West,Parcel,Express,489,Delivered,1,On Time
SHP00561,CUST0048,2025-11-15,2025-11-22,East,North,Parcel,Same Day,770,Failed,7,Not On Time
SHP01972,CUST0061,2025-11-16,2025-11-22,West,South,Electronics,Standard,244,Delayed,6,Not On Time
SHP00264,CUST0337,2025-11-16,2025-11-17,Central,North,Parcel,Express,568,Delivered,1,On Time
SHP01664,CUST0026,2025-11-17,2025-11-19,South,North,Fragile,Standard,458,Delayed,2,Not On Time
SHP00028,CUST0292,2025-11-17,2025-11-21,South,West,Fragile,Standard,225,Delivered,4,Not On Time
SHP01273,CUST0257,2025-11-17,2025-11-21,East,Central,Fragile,Same Day,220,Failed,4,Not On Time
SHP01492,CUST0008,2025-11-17,2025-11-20,North,Central,Electronics,Express,193,Delivered,3,On Time
SHP00220,CUST0113,2025-11-18,2025-11-19,South,East,Fragile,Standard,404,Delivered,1,On Time
SHP01553,CUST0355,2025-11-18,2025-11-20,Central,East,Parcel,Express,438,Delivered,2,On Time
SHP01087,CUST0253,2025-11-18,2025-11-23,East,East,Parcel,Standard,185,Delayed,5,Not On Time
SHP00543,CUST0180,2025-11-19,2025-11-21,West,East,Fragile,Standard,447,Delivered,2,On Time
SHP01171,CUST0207,2025-11-19,2025-11-20,North,South,Document,Standard,342,Delivered,1,On Time
SHP00898,CUST0303,2025-11-19,2025-11-21,West,East,Parcel,Express,462,Delivered,2,On Time
SHP00374,CUST0127,2025-11-20,2025-11-24,Central,North,Parcel,Standard,418,Delivered,4,Not On Time
SHP00751,CUST0056,2025-11-20,2025-11-26,East,North,Electronics,Standard,142,Delivered,6,Not On Time
SHP01822,CUST0214,2025-11-20,2025-11-21,Central,West,Document,Standard,307,Delivered,1,On Time
SHP01174,CUST0014,2025-11-20,2025-11-23,Central,East,Parcel,Standard,271,Delivered,3,On Time
SHP00377,CUST0474,2025-11-21,2025-11-23,North,West,Parcel,Standard,345,Delivered,2,On Time
SHP01512,CUST0028,2025-11-21,2025-11-23,South,Central,Parcel,Express,540,Delivered,2,On Time
SHP00702,CUST0471,2025-11-22,2025-11-23,West,West,Document,Standard,228,Delivered,1,On Time
SHP01023,CUST0078,2025-11-23,2025-11-25,South,East,Electronics,Express,151,Delivered,2,On Time
SHP01516,CUST0216,2025-11-23,2025-11-28,West,West,Parcel,Standard,206,Delivered,5,Not On Time
SHP01323,CUST0386,2025-11-23,2025-11-27,East,East,Fragile,Express,626,Delivered,4,Not On Time
SHP01410,CUST0365,2025-11-25,2025-11-28,East,West,Parcel,Standard,300,Delivered,3,On Time
SHP00343,CUST0154,2025-11-27,2025-12-04,East,East,Parcel,Same Day,632,Failed,7,Not On Time
SHP01129,CUST0014,2025-11-27,2025-11-29,South,West,Electronics,Standard,426,Delivered,2,On Time
SHP00509,CUST0187,2025-11-28,2025-11-30,South,East,Parcel,Standard,433,Delivered,2,On Time
SHP01209,CUST0312,2025-11-28,2025-12-01,South,Central,Fragile,Express,690,Delivered,3,On Time
SHP00418,CUST0371,2025-11-29,2025-12-02,South,North,Document,Standard,454,Delivered,3,On Time
SHP00670,CUST0007,2025-11-29,2025-12-04,North,East,Parcel,Express,458,Delivered,5,Not On Time
SHP00144,CUST0003,2025-11-29,2025-12-01,West,West,Fragile,Express,416,Delivered,2,On Time
SHP01870,CUST0111,2025-11-30,2025-12-02,South,Central,Document,Express,277,Delivered,2,On Time
SHP01684,CUST0407,2025-11-30,2025-12-02,North,North,Document,Standard,357,Delayed,2,Not On Time
SHP01224,CUST0238,2025-11-30,2025-12-03,North,North,Fragile,Express,391,Delivered,3,On Time
SHP01243,CUST0363,2025-11-30,2025-12-02,East,Central,Fragile,Standard,345,Delivered,2,On Time
SHP00254,CUST0239,2025-11-30,2025-12-03,West,West,Parcel,Standard,210,Delivered,3,On Time
SHP00024,CUST0493,2025-11-30,2025-12-02,South,Central,Electronics,Express,323,Delivered,2,On Time
SHP00961,CUST0274,2025-11-30,2025-12-05,West,Central,Electronics,Same Day,855,Delivered,5,Not On Time
SHP01018,CUST0294,2025-12-02,2025-12-03,East,North,Fragile,Standard,244,Delivered,1,On Time
SHP01872,CUST0227,2025-12-03,2025-12-04,Central,South,Parcel,Standard,499,Delayed,1,Not On Time
SHP00053,CUST0371,2025-12-03,2025-12-05,South,West,Document,Standard,329,Delivered,2,On Time
SHP01272,CUST0015,2025-12-04,2025-12-06,South,Central,Parcel,Standard,447,Delivered,2,On Time
SHP00336,CUST0192,2025-12-04,2025-12-11,West,West,Electronics,Standard,145,Delivered,7,Not On Time
SHP01551,CUST0473,2025-12-04,2025-12-10,South,East,Parcel,Standard,450,Delivered,6,Not On Time
SHP01267,CUST0119,2025-12-05,2025-12-07,North,North,Parcel,Express,661,Delivered,2,On Time
SHP01144,CUST0485,2025-12-05,2025-12-08,North,West,Parcel,Same Day,369,Delivered,3,On Time
SHP00968,CUST0028,2025-12-07,2025-12-10,West,East,Parcel,Express,437,Delayed,3,Not On Time
SHP01698,CUST0202,2025-12-08,2025-12-15,North,East,Parcel,Standard,139,Delivered,7,Not On Time
SHP00526,CUST0039,2025-12-09,2025-12-15,South,East,Parcel,Express,476,Delayed,6,Not On Time
SHP00551,CUST0441,2025-12-09,2025-12-11,North,Central,Parcel,Standard,440,Delivered,2,On Time
SHP00965,CUST0273,2025-12-09,2025-12-16,South,North,Fragile,Same Day,180,Delivered,7,Not On Time
SHP00887,CUST0231,2025-12-10,2025-12-13,Central,West,Electronics,Express,550,Delivered,3,On Time
SHP01153,CUST0086,2025-12-10,2025-12-14,Central,North,Parcel,Same Day,436,Delivered,4,Not On Time
SHP01072,CUST0474,2025-12-10,2025-12-16,West,South,Electronics,Standard,455,Delayed,6,Not On Time
SHP00136,CUST0126,2025-12-10,2025-12-13,East,Central,Parcel,Express,315,Delayed,3,Not On Time
SHP01568,CUST0300,2025-12-11,2025-12-16,North,West,Document,Express,591,Delivered,5,Not On Time
SHP01078,CUST0025,2025-12-11,2025-12-13,South,Central,Parcel,Standard,233,Delivered,2,On Time
SHP00833,CUST0145,2025-12-12,2025-12-15,South,South,Fragile,Standard,293,Delivered,3,On Time
SHP01046,CUST0013,2025-12-13,2025-12-16,North,North,Parcel,Express,302,Delivered,3,On Time
SHP00979,CUST0212,2025-12-14,2025-12-17,South,North,Parcel,Standard,359,Delivered,3,On Time
SHP00556,CUST0025,2025-12-14,2025-12-19,Central,West,Fragile,Standard,94,Delivered,5,Not On Time
SHP01361,CUST0068,2025-12-14,2025-12-16,Central,North,Document,Express,386,Delivered,2,On Time
SHP00682,CUST0394,2025-12-14,2025-12-17,North,North,Document,Express,335,Delivered,3,On Time
SHP00466,CUST0067,2025-12-14,2025-12-19,South,South,Parcel,Same Day,459,Delivered,5,Not On Time
SHP01609,CUST0233,2025-12-15,2025-12-21,South,West,Document,Express,315,Delivered,6,Not On Time
SHP01898,CUST0109,2025-12-15,2025-12-18,South,North,Electronics,Standard,499,Delayed,3,Not On Time
SHP00732,CUST0146,2025-12-15,2025-12-17,East,South,Parcel,Standard,151,Delivered,2,On Time
