Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Status
SHP01041,2024-12-30,2025-01-04,Individual,West,South,Document,Standard,87,Failed
SHP01246,2024-12-30,2024-12-31,Business,North,East,Electronics,Express,325,Delivered
SHP00667,2024-12-30,2024-12-31,Individual,West,North,Parcel,Express,388,Delivered
SHP01924,2024-12-31,2025-01-04,Individual,North,East,Parcel,Same Day,394,Delayed
SHP01936,2025-01-02,2025-01-06,Individual,East,Central,Document,Standard,476,Delivered
SHP01951,2025-01-04,2025-01-08,Individual,West,East,Fragile,Standard,483,Delivered
SHP00319,2025-01-04,2025-01-05,Individual,West,East,Parcel,Same Day,158,Delayed
SHP00864,2025-01-05,2025-01-12,Individual,Central,East,Parcel,Standard,239,Cancelled
SHP01092,2025-01-06,2025-01-08,Individual,South,South,Fragile,Express,358,Delivered
SHP00505,2025-01-07,2025-01-08,Business,South,South,Fragile,Express,615,Delivered
SHP01618,2025-01-07,2025-01-11,Individual,South,West,Fragile,Standard,413,Delayed
SHP01070,2025-01-08,2025-01-11,Individual,North,West,Fragile,Standard,102,Delivered
SHP00534,2025-01-08,2025-01-09,Individual,East,West,Electronics,Standard,107,Delayed
SHP01955,2025-01-08,2025-01-10,Individual,South,North,Electronics,Express,196,Failed
SHP01529,2025-01-09,2025-01-14,Individual,West,West,Parcel,Standard,112,Delivered
SHP01460,2025-01-09,2025-01-11,Individual,West,South,Fragile,Standard,218,Delivered
SHP00765,2025-01-10,2025-01-15,Individual,Central,Central,Fragile,Standard,274,Delivered
SHP01139,2025-01-10,2025-01-12,Individual,West,East,Parcel,Express,409,Delivered
SHP01131,2025-01-11,2025-01-14,Individual,Central,East,Fragile,Standard,137,Delivered
SHP01324,2025-01-12,2025-01-15,Business,Central,Central,Parcel,Same Day,652,Delayed
SHP01947,2025-01-12,2025-01-17,Business,Central,North,Parcel,Standard,437,Delivered
SHP01647,2025-01-12,2025-01-15,Business,East,North,Parcel,Express,556,Delivered
SHP00084,2025-01-13,2025-01-17,Individual,Central,East,Parcel,Standard,447,Delivered
SHP00072,2025-01-14,2025-01-18,Business,West,West,Document,Same Day,743,Delivered
SHP00375,2025-01-14,2025-01-17,Individual,West,West,Parcel,Express,529,Delayed
SHP01466,2025-01-15,2025-01-17,Individual,West,South,Parcel,Standard,383,Delivered
SHP01792,2025-01-15,2025-01-16,Individual,North,East,Parcel,Same Day,889,Delivered
SHP01278,2025-01-15,2025-01-16,Business,South,South,Fragile,Express,204,Delayed
SHP01709,2025-01-15,2025-01-19,Business,North,South,Fragile,Express,365,Delivered
SHP01821,2025-01-16,2025-01-19,Business,South,East,Parcel,Express,682,Delivered
SHP01388,2025-01-17,2025-01-18,Individual,West,South,Electronics,Standard,80,Delivered
SHP01525,2025-01-18,2025-01-21,Business,East,South,Parcel,Standard,168,Delayed
SHP00150,2025-01-19,2025-01-22,Individual,East,Central,Fragile,Express,426,Delivered
SHP00546,2025-01-19,2025-01-20,Individual,North,North,Parcel,Standard,454,Delivered
SHP01851,2025-01-20,2025-01-27,Individual,North,West,Document,Express,199,Delayed
SHP00013,2025-01-20,2025-01-25,Individual,North,North,Parcel,Standard,446,Delayed
SHP00876,2025-01-20,2025-01-22,Business,North,South,Parcel,Standard,443,Delivered
SHP01338,2025-01-20,2025-01-23,Individual,North,North,Parcel,Express,648,Delivered
SHP01320,2025-01-21,2025-01-26,Individual,West,South,Parcel,Standard,128,Delivered
SHP00477,2025-01-21,2025-01-24,Individual,West,North,Fragile,Express,249,Delayed
SHP00036,2025-01-22,2025-01-26,Individual,South,South,Fragile,Standard,492,Delivered
SHP01136,2025-01-23,2025-01-30,Individual,North,South,Document,Standard,380,Cancelled
SHP00578,2025-01-23,2025-01-25,Individual,North,Central,Parcel,Express,517,Delivered
SHP00523,2025-01-24,2025-01-27,Individual,North,South,Document,Express,280,Delayed
SHP01809,2025-01-24,2025-01-26,Business,West,South,Parcel,Standard,285,Failed
SHP01082,2025-01-25,2025-01-27,Individual,North,West,Parcel,Express,269,Delivered
SHP00799,2025-01-25,2025-01-29,Business,Central,South,Fragile,Standard,107,Delivered
SHP00081,2025-01-26,2025-01-28,Business,North,South,Document,Express,113,Delivered
SHP01889,2025-01-27,2025-02-01,Individual,Central,South,Electronics,Standard,119,Delivered
SHP00110,2025-01-27,2025-01-30,Individual,South,South,Fragile,Standard,359,Delayed
SHP01340,2025-01-29,2025-01-31,Business,Central,South,Fragile,Standard,137,Delivered
SHP01871,2025-01-29,2025-01-31,Individual,North,West,Parcel,Standard,283,Delivered
SHP00970,2025-01-30,2025-02-02,Individual,South,West,Parcel,Standard,441,Delivered
SHP00839,2025-01-30,2025-02-01,Business,Central,West,Fragile,Express,402,Delivered
SHP00432,2025-01-30,2025-02-01,Individual,Central,North,Parcel,Express,325,Delivered
SHP00421,2025-01-30,2025-02-02,Individual,East,Central,Fragile,Standard,393,Delivered
SHP00417,2025-01-31,2025-02-03,Individual,Central,Central,Parcel,Standard,463,Delivered
SHP01291,2025-01-31,2025-02-03,Business,South,West,Electronics,Standard,258,Delivered
SHP00380,2025-01-31,2025-02-04,Individual,East,Central,Electronics,Express,511,Delivered
SHP01561,2025-01-31,2025-02-01,Individual,West,Central,Electronics,Express,413,Delivered
SHP01884,2025-01-31,2025-02-01,Business,Central,South,Parcel,Express,370,Cancelled
SHP00107,2025-02-01,2025-02-06,Individual,Central,South,Fragile,Standard,428,Delivered
SHP00215,2025-02-01,2025-02-03,Individual,South,North,Fragile,Express,297,Delivered
SHP00441,2025-02-01,2025-02-04,Individual,North,Central,Parcel,Standard,381,Delivered
SHP01777,2025-02-02,2025-02-06,Individual,South,West,Parcel,Standard,359,Delivered
SHP01607,2025-02-02,2025-02-08,Individual,South,East,Electronics,Standard,456,Delivered
SHP01147,2025-02-02,2025-02-07,Business,North,North,Fragile,Standard,167,Delivered
SHP01926,2025-02-02,2025-02-07,Individual,South,Central,Parcel,Express,500,Failed
SHP00285,2025-02-03,2025-02-07,Individual,East,West,Parcel,Standard,321,Delivered
SHP01831,2025-02-03,2025-02-07,Business,Central,South,Fragile,Same Day,292,Delivered
SHP00581,2025-02-04,2025-02-06,Business,Central,East,Parcel,Standard,278,Delayed
SHP00157,2025-02-04,2025-02-07,Individual,Central,North,Electronics,Express,570,Delivered
SHP01265,2025-02-04,2025-02-06,Individual,Central,South,Parcel,Express,486,Delivered
SHP00217,2025-02-04,2025-02-06,Individual,North,South,Parcel,Standard,354,Delivered
SHP01354,2025-02-04,2025-02-07,Individual,Central,Central,Parcel,Standard,432,Delivered
SHP01079,2025-02-04,2025-02-11,Individual,Central,South,Electronics,Standard,136,Delivered
SHP00781,2025-02-05,2025-02-08,Business,Central,North,Document,Standard,197,Delivered
SHP01095,2025-02-05,2025-02-06,Individual,West,South,Parcel,Express,521,Delivered
SHP00054,2025-02-05,2025-02-07,Individual,East,South,Fragile,Same Day,407,Delivered
SHP00172,2025-02-06,2025-02-09,Business,North,Central,Parcel,Standard,167,Cancelled
SHP01430,2025-02-07,2025-02-14,Individual,East,North,Electronics,Standard,492,Cancelled
SHP00198,2025-02-07,2025-02-12,Individual,West,West,Parcel,Express,624,Delayed
SHP01852,2025-02-08,2025-02-11,Individual,East,East,Parcel,Standard,451,Delivered
SHP00547,2025-02-08,2025-02-09,Business,North,North,Fragile,Standard,300,Delayed
SHP01741,2025-02-09,2025-02-11,Business,East,South,Parcel,Express,239,Delivered
SHP01762,2025-02-09,2025-02-11,Business,East,Central,Parcel,Standard,469,Delivered
SHP01037,2025-02-09,2025-02-11,Individual,North,South,Fragile,Standard,489,Delivered
SHP00096,2025-02-10,2025-02-12,Individual,North,North,Document,Standard,249,Failed
SHP01603,2025-02-10,2025-02-12,Individual,West,South,Electronics,Express,288,Delivered
SHP00276,2025-02-11,2025-02-15,Individual,North,South,Document,Standard,169,Delivered
SHP01918,2025-02-11,2025-02-13,Individual,East,West,Electronics,Express,353,Delivered
SHP01394,2025-02-13,2025-02-16,Business,Central,West,Fragile,Standard,322,Delayed
SHP00396,2025-02-16,2025-02-19,Individual,South,Central,Fragile,Standard,364,Delayed
SHP01971,2025-02-17,2025-02-20,Individual,North,East,Parcel,Same Day,421,Delayed
SHP01250,2025-02-17,2025-02-18,Individual,South,Central,Fragile,Express,267,Delivered
SHP01118,2025-02-17,2025-02-19,Individual,South,South,Document,Express,332,Delayed
SHP00878,2025-02-21,2025-02-28,Individual,North,Central,Document,Standard,198,Delivered
SHP00392,2025-02-21,2025-02-23,Business,West,South,Parcel,Standard,499,Delivered
SHP01173,2025-02-22,2025-03-01,Individual,Central,East,Fragile,Standard,259,Delivered
SHP00082,2025-02-22,2025-02-23,Business,South,North,Fragile,Same Day,792,Delivered
SHP01671,2025-02-22,2025-02-24,Business,Central,Central,Electronics,Standard,99,Delivered
SHP00804,2025-02-23,2025-02-26,Individual,West,South,Parcel,Same Day,234,Delivered
SHP01838,2025-02-23,2025-03-01,Business,East,North,Parcel,Same Day,877,Delivered
SHP00859,2025-02-23,2025-02-26,Business,West,South,Parcel,Same Day,284,Delivered
SHP01439,2025-02-23,2025-02-25,Business,West,West,Document,Standard,482,Delivered
SHP00785,2025-02-25,2025-02-27,Individual,North,South,Parcel,Express,137,Cancelled
SHP01840,2025-02-25,2025-02-28,Individual,West,East,Fragile,Standard,152,Delivered
SHP01223,2025-02-25,2025-03-01,Individual,South,East,Parcel,Express,134,Delivered
SHP01890,2025-02-28,2025-03-05,Individual,East,Central,Parcel,Standard,309,Cancelled
SHP00700,2025-02-28,2025-03-02,Individual,Central,West,Parcel,Standard,318,Delivered
SHP01696,2025-02-28,2025-03-02,Business,South,East,Parcel,Express,640,Delivered
SHP01232,2025-03-01,2025-03-02,Individual,North,West,Document,Express,365,Delivered
SHP01600,2025-03-02,2025-03-03,Individual,South,West,Fragile,Express,525,Delivered
SHP01537,2025-03-02,2025-03-03,Individual,North,East,Parcel,Express,385,Delivered
SHP01522,2025-03-02,2025-03-04,Individual,East,West,Parcel,Same Day,637,Delivered
SHP01703,2025-03-03,2025-03-06,Business,West,West,Document,Standard,266,Delivered
SHP01378,2025-03-03,2025-03-06,Individual,South,West,Parcel,Standard,183,Delivered
SHP00913,2025-03-04,2025-03-11,Individual,West,East,Fragile,Standard,369,Delivered
SHP01314,2025-03-05,2025-03-08,Individual,East,North,Fragile,Express,154,Delayed
SHP01143,2025-03-07,2025-03-09,Individual,South,North,Parcel,Standard,479,Delayed
SHP00354,2025-03-07,2025-03-08,Individual,North,East,Parcel,Express,225,Delivered
SHP00588,2025-03-10,2025-03-15,Business,Central,North,Electronics,Express,573,Delivered
SHP00596,2025-03-10,2025-03-14,Business,South,West,Fragile,Standard,94,Delayed
SHP00907,2025-03-10,2025-03-13,Business,North,East,Parcel,Standard,189,Delivered
SHP01925,2025-03-11,2025-03-14,Business,North,North,Parcel,Standard,333,Cancelled
SHP01999,2025-03-11,2025-03-13,Individual,North,East,Document,Same Day,731,Delivered
SHP00572,2025-03-13,2025-03-15,Business,East,East,Parcel,Standard,330,Delivered
SHP00229,2025-03-13,2025-03-16,Business,North,Central,Fragile,Express,442,Failed
SHP01677,2025-03-16,2025-03-17,Individual,Central,North,Electronics,Standard,500,Delayed
SHP00362,2025-03-17,2025-03-18,Individual,East,North,Parcel,Express,482,Delivered
SHP00141,2025-03-17,2025-03-18,Individual,Central,South,Parcel,Standard,100,Delivered
SHP01930,2025-03-17,2025-03-21,Business,North,West,Electronics,Standard,219,Delivered
SHP00992,2025-03-17,2025-03-19,Business,North,Central,Fragile,Express,133,Failed
SHP00937,2025-03-18,2025-03-20,Individual,East,North,Parcel,Express,522,Delivered
SHP00302,2025-03-19,2025-03-23,Business,South,East,Parcel,Express,329,Delivered
SHP01422,2025-03-20,2025-03-23,Business,West,West,Parcel,Standard,271,Delivered
SHP01634,2025-03-20,2025-03-22,Individual,West,North,Document,Standard,489,Delivered
SHP00422,2025-03-20,2025-03-23,Business,West,West,Parcel,Express,644,Delivered
SHP00462,2025-03-20,2025-03-21,Individual,East,East,Parcel,Standard,326,Delivered
SHP01724,2025-03-21,2025-03-24,Business,North,North,Electronics,Express,228,Cancelled
SHP01808,2025-03-22,2025-03-25,Business,East,West,Parcel,Standard,357,Delivered
SHP00597,2025-03-22,2025-03-23,Individual,Central,West,Parcel,Express,150,Delayed
SHP01244,2025-03-23,2025-03-27,Individual,South,East,Parcel,Express,423,Delivered
SHP01758,2025-03-24,2025-03-27,Individual,North,East,Document,Express,472,Delivered
SHP00563,2025-03-24,2025-03-25,Individual,Central,East,Parcel,Standard,500,Delivered
SHP01911,2025-03-24,2025-03-27,Business,East,Central,Parcel,Express,529,Delivered
SHP00527,2025-03-25,2025-03-27,Individual,North,North,Parcel,Standard,214,Delivered
SHP00947,2025-03-27,2025-03-30,Individual,North,East,Document,Express,442,Delivered
SHP00192,2025-03-28,2025-03-29,Business,North,North,Parcel,Standard,86,Delivered
SHP00350,2025-03-28,2025-03-30,Individual,South,South,Fragile,Standard,294,Delivered
SHP01718,2025-03-28,2025-03-31,Business,East,North,Parcel,Standard,190,Delivered
SHP00236,2025-03-28,2025-03-31,Business,South,South,Fragile,Express,473,Delivered
SHP01587,2025-03-29,2025-03-30,Individual,Central,North,Parcel,Standard,321,Delivered
SHP01198,2025-03-29,2025-03-31,Business,South,East,Fragile,Standard,388,Delivered
SHP01848,2025-03-30,2025-04-01,Business,East,North,Document,Standard,398,Delivered
SHP01565,2025-03-30,2025-03-31,Business,East,South,Electronics,Standard,431,Delivered
SHP01014,2025-03-30,2025-04-01,Individual,East,South,Document,Express,220,Delivered
SHP00425,2025-03-30,2025-04-04,Individual,West,South,Fragile,Express,636,Delayed
SHP01330,2025-03-30,2025-03-31,Individual,Central,Central,Document,Express,428,Delayed
SHP00061,2025-03-31,2025-04-02,Individual,North,South,Fragile,Express,286,Delivered
SHP00473,2025-03-31,2025-04-02,Individual,Central,Central,Parcel,Same Day,666,Delivered
SHP01743,2025-03-31,2025-04-02,Individual,West,Central,Electronics,Express,181,Delivered
SHP00558,2025-04-01,2025-04-03,Individual,Central,West,Document,Express,501,Delivered
SHP01824,2025-04-01,2025-04-04,Business,East,South,Document,Standard,275,Failed
SHP00401,2025-04-01,2025-04-03,Individual,West,East,Document,Standard,227,Delivered
SHP01390,2025-04-03,2025-04-07,Business,North,East,Fragile,Standard,393,Delayed
SHP01287,2025-04-03,2025-04-07,Individual,North,Central,Parcel,Standard,265,Cancelled
SHP01682,2025-04-03,2025-04-06,Individual,Central,South,Document,Standard,214,Delivered
SHP00016,2025-04-04,2025-04-07,Individual,South,Central,Fragile,Standard,202,Delivered
SHP00221,2025-04-04,2025-04-07,Business,Central,West,Document,Standard,123,Delivered
SHP01747,2025-04-04,2025-04-08,Individual,West,North,Fragile,Express,361,Delivered
SHP01476,2025-04-04,2025-04-08,Business,North,West,Electronics,Standard,351,Cancelled
SHP01279,2025-04-04,2025-04-08,Individual,East,West,Electronics,Standard,145,Delivered
SHP00518,2025-04-05,2025-04-06,Business,North,South,Fragile,Standard,388,Delivered
SHP01998,2025-04-07,2025-04-10,Business,East,North,Electronics,Standard,141,Delivered
SHP01941,2025-04-07,2025-04-10,Business,West,West,Parcel,Express,687,Delivered
SHP00168,2025-04-08,2025-04-12,Individual,North,North,Document,Express,638,Delivered
SHP01867,2025-04-09,2025-04-15,Individual,West,Central,Parcel,Standard,455,Delayed
SHP01073,2025-04-10,2025-04-13,Business,Central,East,Electronics,Express,234,Delivered
SHP00005,2025-04-11,2025-04-14,Individual,Central,North,Parcel,Express,147,Delayed
SHP01908,2025-04-11,2025-04-14,Individual,North,West,Parcel,Standard,115,Delivered
SHP01249,2025-04-11,2025-04-13,Individual,North,Central,Fragile,Same Day,817,Delivered
SHP01815,2025-04-11,2025-04-16,Business,North,North,Document,Same Day,799,Delivered
SHP00721,2025-04-12,2025-04-14,Individual,North,East,Parcel,Express,503,Delivered
SHP00950,2025-04-13,2025-04-15,Individual,Central,Central,Parcel,Same Day,839,Delivered
SHP00223,2025-04-14,2025-04-16,Individual,East,North,Parcel,Express,164,Failed
SHP01614,2025-04-14,2025-04-15,Business,East,West,Fragile,Standard,245,Delivered
SHP00496,2025-04-15,2025-04-21,Individual,South,Central,Parcel,Standard,276,Delivered
SHP00288,2025-04-15,2025-04-19,Business,North,Central,Parcel,Standard,376,Delivered
SHP00969,2025-04-15,2025-04-18,Business,North,South,Document,Standard,202,Delivered
SHP00181,2025-04-17,2025-04-22,Individual,East,South,Document,Express,417,Delivered
SHP00353,2025-04-18,2025-04-20,Business,East,South,Document,Standard,446,Delivered
SHP01269,2025-04-18,2025-04-20,Individual,South,Central,Electronics,Standard,366,Delivered
SHP00664,2025-04-18,2025-04-19,Individual,North,East,Parcel,Standard,377,Delivered
SHP00877,2025-04-19,2025-04-21,Individual,East,North,Document,Standard,410,Delivered
SHP00021,2025-04-19,2025-04-21,Individual,South,South,Parcel,Standard,361,Delivered
SHP00550,2025-04-20,2025-04-23,Business,North,West,Electronics,Standard,462,Delivered
SHP00472,2025-04-20,2025-04-23,Individual,North,East,Parcel,Express,528,Delivered
SHP00901,2025-04-20,2025-04-23,Individual,North,North,Parcel,Standard,209,Delivered
SHP00244,2025-04-21,2025-04-25,Business,South,South,Fragile,Standard,373,Delivered
SHP01125,2025-04-21,2025-04-26,Individual,West,Central,Parcel,Standard,215,Delivered
SHP00802,2025-04-22,2025-04-26,Individual,North,West,Document,Same Day,544,Delayed
SHP01455,2025-04-22,2025-04-25,Business,West,West,Parcel,Standard,132,Delivered
SHP01750,2025-04-25,2025-05-02,Individual,South,South,Fragile,Express,666,Delivered
SHP01797,2025-04-26,2025-05-03,Business,South,North,Document,Same Day,184,Delivered
SHP01042,2025-04-26,2025-04-27,Individual,West,East,Parcel,Standard,132,Delivered
SHP01665,2025-04-27,2025-04-28,Individual,East,Central,Parcel,Standard,152,Delivered
SHP01794,2025-04-27,2025-04-29,Individual,West,East,Parcel,Standard,370,Delivered
SHP01843,2025-04-27,2025-04-29,Business,East,East,Fragile,Standard,345,Delivered
SHP01259,2025-04-28,2025-04-30,Individual,South,South,Fragile,Same Day,664,Delivered
SHP00680,2025-04-29,2025-05-01,Individual,East,South,Parcel,Standard,310,Delivered
SHP01508,2025-04-29,2025-05-03,Individual,North,North,Document,Same Day,806,Delivered
SHP00119,2025-04-29,2025-05-03,Individual,West,East,Document,Standard,247,Delivered
SHP01966,2025-05-02,2025-05-04,Business,East,East,Electronics,Express,679,Delivered
SHP00334,2025-05-02,2025-05-05,Individual,West,East,Parcel,Standard,461,Delivered
SHP00565,2025-05-02,2025-05-04,Individual,West,West,Document,Express,200,Delivered
SHP00175,2025-05-03,2025-05-06,Individual,Central,North,Document,Standard,436,Delivered
SHP01074,2025-05-03,2025-05-04,Business,West,Central,Parcel,Express,689,Delivered
SHP01557,2025-05-03,2025-05-09,Business,West,East,Parcel,Standard,442,Delivered
SHP01514,2025-05-04,2025-05-06,Individual,West,West,Parcel,Express,195,Delivered
SHP01766,2025-05-04,2025-05-06,Business,North,Central,Parcel,Standard,466,Delivered
SHP00269,2025-05-04,2025-05-06,Business,East,Central,Document,Express,634,Delivered
SHP00946,2025-05-05,2025-05-10,Individual,South,East,Electronics,Express,311,Delivered
SHP00450,2025-05-06,2025-05-11,Individual,South,North,Document,Same Day,373,Delivered
SHP01311,2025-05-06,2025-05-11,Individual,East,South,Fragile,Standard,491,Cancelled
SHP00073,2025-05-07,2025-05-14,Business,Central,South,Document,Same Day,743,Delivered
SHP01862,2025-05-07,2025-05-10,Individual,South,West,Electronics,Express,171,Delivered
SHP01113,2025-05-07,2025-05-10,Individual,West,Central,Parcel,Express,491,Delivered
SHP00989,2025-05-08,2025-05-14,Business,West,North,Electronics,Standard,430,Delivered
SHP01559,2025-05-08,2025-05-11,Individual,South,West,Electronics,Standard,174,Delayed
SHP01619,2025-05-08,2025-05-09,Individual,Central,North,Parcel,Same Day,162,Cancelled
SHP01521,2025-05-09,2025-05-12,Business,East,South,Document,Standard,120,Delivered
SHP00250,2025-05-11,2025-05-12,Business,East,East,Document,Standard,351,Delivered
SHP01869,2025-05-11,2025-05-13,Individual,Central,Central,Document,Standard,135,Delivered
SHP01108,2025-05-11,2025-05-15,Individual,West,Central,Document,Express,591,Delivered
SHP00370,2025-05-11,2025-05-16,Business,West,North,Document,Express,154,Delivered
SHP01977,2025-05-11,2025-05-13,Individual,West,Central,Parcel,Express,699,Cancelled
SHP01597,2025-05-12,2025-05-15,Individual,North,East,Parcel,Standard,274,Delivered
SHP00382,2025-05-13,2025-05-14,Individual,Central,Central,Document,Express,413,Delayed
SHP01927,2025-05-13,2025-05-15,Business,West,East,Parcel,Standard,230,Delivered
SHP00458,2025-05-14,2025-05-19,Business,South,West,Document,Express,279,Delivered
SHP01336,2025-05-15,2025-05-17,Individual,East,West,Fragile,Standard,290,Delivered
SHP00921,2025-05-16,2025-05-22,Business,Central,North,Document,Standard,397,Delayed
SHP00515,2025-05-16,2025-05-21,Individual,Central,North,Fragile,Standard,145,Delivered
SHP00793,2025-05-17,2025-05-21,Business,East,South,Parcel,Standard,302,Delivered
SHP00095,2025-05-17,2025-05-23,Business,South,East,Document,Standard,396,Cancelled
SHP00105,2025-05-17,2025-05-21,Business,North,North,Parcel,Standard,400,Delivered
SHP01468,2025-05-18,2025-05-21,Individual,North,East,Fragile,Standard,372,Delivered
SHP00727,2025-05-18,2025-05-21,Individual,East,Central,Parcel,Standard,161,Delivered
SHP00480,2025-05-19,2025-05-22,Individual,East,West,Document,Standard,421,Cancelled
SHP01166,2025-05-20,2025-05-26,Business,South,West,Fragile,Express,554,Delivered
SHP00046,2025-05-23,2025-05-27,Individual,Central,Central,Parcel,Express,617,Delayed
SHP01676,2025-05-23,2025-05-25,Individual,North,North,Parcel,Standard,215,Delivered
SHP01749,2025-05-23,2025-05-25,Business,South,Central,Parcel,Standard,347,Delivered
SHP00205,2025-05-24,2025-05-26,Individual,South,Central,Parcel,Same Day,405,Failed
SHP01876,2025-05-24,2025-05-29,Individual,East,South,Fragile,Express,451,Delivered
SHP01850,2025-05-24,2025-05-25,Individual,Central,North,Parcel,Standard,192,Delivered
SHP00459,2025-05-25,2025-05-26,Individual,West,South,Electronics,Standard,322,Delivered
SHP01500,2025-05-25,2025-05-27,Individual,South,East,Fragile,Express,386,Delivered
SHP00545,2025-05-25,2025-05-28,Business,West,Central,Parcel,Same Day,459,Delivered
SHP00023,2025-05-25,2025-05-29,Business,North,North,Parcel,Standard,371,Delivered
SHP00284,2025-05-26,2025-05-27,Individual,Central,East,Parcel,Express,119,Delivered
SHP00331,2025-05-27,2025-06-01,Individual,South,Central,Fragile,Express,375,Delivered
SHP00767,2025-05-27,2025-05-29,Business,North,North,Parcel,Standard,263,Delayed
SHP01488,2025-05-27,2025-05-30,Individual,South,West,Parcel,Standard,179,Delivered
SHP00963,2025-05-28,2025-06-03,Business,North,West,Parcel,Express,407,Delivered
SHP01396,2025-05-29,2025-06-02,Individual,North,Central,Document,Standard,85,Delivered
SHP01732,2025-05-29,2025-06-03,Individual,South,South,Parcel,Express,351,Delivered
SHP00365,2025-05-30,2025-06-01,Business,South,West,Fragile,Express,675,Delivered
SHP00708,2025-05-30,2025-06-01,Individual,North,South,Document,Express,307,Delayed
SHP01290,2025-05-30,2025-06-03,Business,South,Central,Electronics,Express,304,Delivered
SHP01432,2025-05-30,2025-06-05,Individual,North,North,Document,Standard,459,Delayed
SHP00813,2025-05-31,2025-06-02,Business,South,West,Parcel,Standard,143,Delivered
SHP01702,2025-05-31,2025-06-01,Individual,Central,South,Parcel,Standard,252,Cancelled
SHP01534,2025-05-31,2025-06-06,Individual,Central,East,Parcel,Standard,91,Delivered
SHP00549,2025-06-01,2025-06-07,Individual,Central,East,Parcel,Express,113,Delivered
SHP00246,2025-06-01,2025-06-03,Business,North,Central,Document,Standard,204,Delivered
SHP01844,2025-06-02,2025-06-05,Individual,East,Central,Parcel,Standard,152,Delivered
SHP01933,2025-06-03,2025-06-06,Business,Central,Central,Fragile,Standard,445,Cancelled
SHP01316,2025-06-03,2025-06-05,Individual,West,North,Parcel,Standard,294,Delivered
SHP00986,2025-06-04,2025-06-09,Individual,Central,East,Electronics,Standard,338,Delivered
SHP00077,2025-06-04,2025-06-06,Individual,Central,North,Electronics,Express,608,Delayed
SHP01331,2025-06-04,2025-06-09,Business,South,East,Parcel,Express,221,Delivered
SHP01644,2025-06-04,2025-06-08,Individual,West,Central,Electronics,Express,638,Delayed
SHP01190,2025-06-04,2025-06-05,Individual,North,Central,Parcel,Express,650,Delivered
SHP00359,2025-06-05,2025-06-07,Business,East,South,Parcel,Express,419,Delivered
SHP01961,2025-06-05,2025-06-06,Individual,South,East,Electronics,Express,370,Delivered
SHP01960,2025-06-06,2025-06-08,Individual,Central,East,Parcel,Express,165,Delivered
SHP01263,2025-06-07,2025-06-09,Business,South,North,Document,Express,545,Delivered
SHP00639,2025-06-07,2025-06-09,Individual,East,Central,Electronics,Express,441,Delivered
SHP01059,2025-06-07,2025-06-11,Individual,Central,Central,Document,Express,326,Cancelled
SHP00277,2025-06-08,2025-06-10,Business,East,South,Electronics,Express,148,Delivered
SHP00124,2025-06-08,2025-06-10,Business,East,North,Parcel,Standard,406,Delivered
SHP01457,2025-06-09,2025-06-13,Individual,Central,East,Document,Express,333,Delivered
SHP00663,2025-06-09,2025-06-10,Individual,Central,Central,Document,Standard,289,Delivered
SHP00985,2025-06-09,2025-06-10,Individual,Central,East,Document,Same Day,619,Delivered
SHP00669,2025-06-09,2025-06-15,Individual,West,West,Document,Standard,215,Delivered
SHP01327,2025-06-10,2025-06-12,Individual,West,West,Parcel,Express,280,Delivered
SHP01448,2025-06-13,2025-06-16,Individual,West,North,Fragile,Express,179,Delayed
SHP01656,2025-06-14,2025-06-17,Business,South,West,Parcel,Express,533,Delivered
SHP00739,2025-06-15,2025-06-20,Individual,East,South,Parcel,Standard,400,Delivered
SHP01434,2025-06-15,2025-06-18,Individual,West,Central,Fragile,Express,435,Delivered
SHP00635,2025-06-17,2025-06-24,Business,West,Central,Fragile,Express,417,Delivered
SHP01993,2025-06-17,2025-06-22,Business,East,North,Parcel,Standard,278,Delivered
SHP01231,2025-06-18,2025-06-23,Business,South,South,Parcel,Express,682,Delivered
SHP00874,2025-06-20,2025-06-25,Individual,West,Central,Parcel,Express,274,Delivered
SHP01801,2025-06-20,2025-06-22,Business,South,North,Fragile,Standard,288,Delivered
SHP00687,2025-06-20,2025-06-25,Business,West,North,Parcel,Express,209,Cancelled
SHP00274,2025-06-21,2025-06-28,Individual,West,South,Parcel,Express,487,Delayed
SHP00510,2025-06-23,2025-06-25,Individual,West,East,Document,Standard,431,Delivered
SHP01928,2025-06-23,2025-06-28,Individual,Central,Central,Electronics,Express,595,Delivered
SHP01996,2025-06-24,2025-06-28,Business,Central,South,Parcel,Same Day,281,Delivered
SHP00122,2025-06-24,2025-06-26,Individual,Central,South,Parcel,Standard,390,Delayed
SHP00602,2025-06-25,2025-06-28,Individual,South,East,Electronics,Express,461,Delayed
SHP00715,2025-06-26,2025-07-01,Individual,North,East,Parcel,Standard,410,Delivered
SHP01805,2025-06-26,2025-06-28,Individual,Central,West,Document,Express,654,Delivered
SHP00613,2025-06-29,2025-07-06,Individual,Central,Central,Electronics,Express,444,Delivered
SHP00642,2025-06-29,2025-07-01,Individual,Central,Central,Parcel,Standard,94,Delivered
SHP01877,2025-06-29,2025-07-01,Individual,Central,Central,Parcel,Same Day,504,Delivered
SHP01117,2025-06-29,2025-07-02,Business,Central,Central,Parcel,Standard,451,Delivered
