Shipment_ID,Order_Date,Delivery_Date,Customer_Type,Origin_Zone,Destination_Zone,Package_Type,Shipping_Mode,Shipping_Cost,Delivery_Days,Delivery_Status,Delivery_Performance
SHP00116,2025-07-17,2025-07-18,Individual,East,North,Electronics,Same Day,398,1,Delivered,On Time
SHP00042,2025-07-18,2025-07-21,Business,Central,Central,Fragile,Standard,366,3,Delivered,On Time
SHP00052,2025-07-19,2025-07-20,Individual,Central,West,Fragile,Standard,283,1,Delivered,On Time
SHP00262,2025-07-19,2025-07-23,Business,South,North,Electronics,Same Day,486,4,Cancelled,Not On Time
SHP00863,2025-07-20,2025-07-23,Business,Central,Central,Document,Standard,390,3,Delivered,On Time
SHP00436,2025-07-22,2025-07-27,Individual,Central,North,Parcel,Standard,192,5,Delayed,Not On Time
SHP01288,2025-07-23,2025-07-26,Individual,South,Central,Parcel,Standard,363,3,Delivered,On Time
SHP00296,2025-07-23,2025-07-25,Individual,South,South,Electronics,Standard,279,2,Delivered,On Time
SHP00263,2025-07-23,2025-07-24,Individual,Central,North,Parcel,Standard,336,1,Delivered,On Time
SHP01306,2025-07-23,2025-07-29,Individual,Central,Central,Parcel,Standard,459,6,Delivered,Not On Time
SHP01216,2025-07-24,2025-07-25,Business,West,West,Document,Standard,338,1,Delayed,Not On Time
SHP01253,2025-07-25,2025-07-27,Individual,West,North,Parcel,Same Day,626,2,Delivered,On Time
SHP01892,2025-07-25,2025-07-28,Individual,East,North,Electronics,Standard,365,3,Delivered,On Time
SHP00776,2025-07-27,2025-07-30,Individual,East,South,Electronics,Express,203,3,Delivered,On Time
SHP00729,2025-07-27,2025-08-01,Individual,South,Central,Document,Express,561,5,Delivered,Not On Time
SHP00872,2025-07-28,2025-08-01,Business,West,Central,Parcel,Express,588,4,Delivered,Not On Time
SHP00293,2025-07-28,2025-08-01,Individual,South,West,Fragile,Express,491,4,Delivered,Not On Time
SHP01552,2025-07-28,2025-08-01,Business,East,South,Fragile,Express,685,4,Delivered,Not On Time
SHP00787,2025-07-28,2025-07-31,Business,South,Central,Document,Same Day,684,3,Delayed,Not On Time
SHP01490,2025-07-29,2025-08-04,Business,South,East,Parcel,Standard,161,6,Delivered,Not On Time
SHP01137,2025-07-30,2025-08-02,Individual,Central,West,Parcel,Express,609,3,Delivered,On Time
SHP00586,2025-07-31,2025-08-07,Business,West,West,Fragile,Standard,98,7,Delivered,Not On Time
SHP01778,2025-07-31,2025-08-03,Individual,South,East,Fragile,Express,365,3,Delivered,On Time
SHP00125,2025-07-31,2025-08-06,Business,South,Central,Parcel,Express,608,6,Delivered,Not On Time
SHP01441,2025-07-31,2025-08-01,Individual,South,East,Fragile,Standard,144,1,Cancelled,Not On Time
SHP00798,2025-08-01,2025-08-02,Individual,South,North,Fragile,Standard,105,1,Delivered,On Time
SHP00941,2025-08-01,2025-08-03,Individual,East,South,Document,Express,253,2,Delivered,On Time
SHP01183,2025-08-02,2025-08-05,Business,Central,West,Parcel,Express,470,3,Failed,Not On Time
SHP01663,2025-08-03,2025-08-06,Business,East,West,Parcel,Express,325,3,Delivered,On Time
SHP00337,2025-08-03,2025-08-04,Individual,West,East,Fragile,Standard,439,1,Delivered,On Time
SHP01909,2025-08-03,2025-08-07,Business,East,Central,Electronics,Standard,250,4,Delivered,Not On Time
SHP01649,2025-08-06,2025-08-09,Individual,North,West,Electronics,Standard,136,3,Delayed,Not On Time
SHP01339,2025-08-06,2025-08-07,Business,Central,Central,Parcel,Standard,276,1,Delivered,On Time
SHP01146,2025-08-07,2025-08-10,Individual,West,East,Document,Standard,200,3,Cancelled,Not On Time
SHP01555,2025-08-07,2025-08-10,Individual,Central,North,Parcel,Standard,446,3,Delivered,On Time
SHP01251,2025-08-08,2025-08-09,Individual,South,North,Document,Standard,94,1,Delayed,Not On Time
SHP00202,2025-08-09,2025-08-10,Business,North,Central,Parcel,Standard,171,1,Delayed,Not On Time
SHP01541,2025-08-10,2025-08-12,Individual,South,South,Parcel,Express,238,2,Cancelled,Not On Time
SHP00766,2025-08-10,2025-08-12,Individual,West,Central,Parcel,Express,382,2,Delayed,Not On Time
SHP00447,2025-08-10,2025-08-12,Individual,South,East,Parcel,Express,409,2,Delivered,On Time
SHP01005,2025-08-10,2025-08-15,Individual,East,Central,Electronics,Express,407,5,Delivered,Not On Time
SHP01355,2025-08-10,2025-08-14,Business,East,Central,Electronics,Standard,483,4,Delayed,Not On Time
SHP01625,2025-08-11,2025-08-14,Individual,Central,North,Parcel,Express,337,3,Delivered,On Time
SHP01367,2025-08-11,2025-08-15,Individual,East,West,Parcel,Standard,326,4,Delivered,Not On Time
SHP01237,2025-08-11,2025-08-14,Individual,Central,North,Fragile,Express,235,3,Delayed,Not On Time
SHP01556,2025-08-11,2025-08-12,Individual,West,West,Electronics,Express,196,1,Delivered,On Time
SHP01675,2025-08-12,2025-08-19,Individual,South,Central,Parcel,Express,624,7,Delivered,Not On Time
SHP00918,2025-08-12,2025-08-15,Business,South,East,Parcel,Express,522,3,Delivered,On Time
SHP01317,2025-08-13,2025-08-17,Business,East,East,Fragile,Standard,248,4,Delivered,Not On Time
SHP01483,2025-08-14,2025-08-18,Business,East,West,Electronics,Standard,450,4,Delayed,Not On Time
SHP01358,2025-08-14,2025-08-17,Business,East,East,Document,Standard,113,3,Delayed,Not On Time
SHP00978,2025-08-15,2025-08-17,Individual,North,East,Parcel,Standard,167,2,Delivered,On Time
SHP01203,2025-08-15,2025-08-18,Individual,South,Central,Fragile,Standard,441,3,Delivered,On Time
SHP00080,2025-08-15,2025-08-17,Individual,Central,East,Fragile,Express,547,2,Delivered,On Time
SHP01771,2025-08-16,2025-08-20,Individual,West,East,Parcel,Same Day,410,4,Failed,Not On Time
SHP01879,2025-08-16,2025-08-21,Individual,South,West,Parcel,Express,132,5,Delivered,Not On Time
SHP01090,2025-08-16,2025-08-17,Individual,South,East,Document,Standard,277,1,Delivered,On Time
SHP00699,2025-08-17,2025-08-19,Individual,East,Central,Fragile,Standard,434,2,Delivered,On Time
SHP00415,2025-08-18,2025-08-20,Individual,West,Central,Fragile,Express,435,2,Delivered,On Time
SHP01990,2025-08-20,2025-08-21,Individual,South,Central,Parcel,Express,571,1,Delivered,On Time
SHP00812,2025-08-20,2025-08-24,Individual,Central,North,Parcel,Express,675,4,Delivered,Not On Time
SHP01849,2025-08-20,2025-08-25,Individual,East,South,Document,Standard,98,5,Delivered,Not On Time
SHP00778,2025-08-23,2025-08-28,Individual,West,South,Electronics,Standard,333,5,Delivered,Not On Time
SHP00037,2025-08-23,2025-08-27,Individual,West,North,Fragile,Standard,484,4,Delivered,Not On Time
SHP00853,2025-08-26,2025-08-28,Individual,Central,Central,Electronics,Express,189,2,Delivered,On Time
SHP00633,2025-08-26,2025-08-31,Individual,Central,Central,Document,Standard,403,5,Delivered,Not On Time
SHP00389,2025-08-27,2025-09-02,Business,East,Central,Parcel,Express,501,6,Delivered,Not On Time
SHP01572,2025-08-27,2025-08-30,Business,East,West,Electronics,Express,176,3,Delivered,On Time
SHP00253,2025-08-29,2025-09-05,Business,South,West,Parcel,Standard,305,7,Cancelled,Not On Time
SHP01346,2025-08-29,2025-09-01,Individual,Central,West,Fragile,Standard,244,3,Delivered,On Time
SHP01438,2025-08-30,2025-09-03,Individual,North,East,Parcel,Standard,335,4,Cancelled,Not On Time
SHP00166,2025-08-31,2025-09-02,Individual,North,Central,Fragile,Standard,461,2,Delivered,On Time
SHP01833,2025-08-31,2025-09-02,Business,South,South,Electronics,Standard,135,2,Delivered,On Time
SHP00994,2025-09-01,2025-09-05,Individual,Central,Central,Document,Standard,442,4,Delivered,Not On Time
SHP01011,2025-09-01,2025-09-04,Individual,South,West,Parcel,Standard,415,3,Delivered,On Time
SHP00102,2025-09-04,2025-09-07,Individual,Central,Central,Parcel,Standard,380,3,Delivered,On Time
SHP00303,2025-09-04,2025-09-06,Individual,Central,North,Parcel,Express,682,2,Delivered,On Time
SHP00701,2025-09-04,2025-09-06,Individual,East,East,Fragile,Express,578,2,Delivered,On Time
SHP01714,2025-09-05,2025-09-09,Individual,West,West,Parcel,Standard,209,4,Delivered,Not On Time
SHP01096,2025-09-06,2025-09-10,Individual,East,East,Electronics,Standard,414,4,Delivered,Not On Time
SHP00783,2025-09-07,2025-09-08,Individual,South,South,Parcel,Express,405,1,Cancelled,Not On Time
SHP00394,2025-09-08,2025-09-10,Individual,West,North,Document,Standard,348,2,Delivered,On Time
SHP01723,2025-09-09,2025-09-13,Individual,North,West,Parcel,Standard,225,4,Delivered,Not On Time
SHP01604,2025-09-10,2025-09-13,Business,North,Central,Parcel,Express,455,3,Delivered,On Time
SHP01496,2025-09-11,2025-09-13,Business,East,East,Parcel,Express,664,2,Delivered,On Time
SHP01098,2025-09-11,2025-09-14,Individual,Central,West,Parcel,Standard,387,3,Delivered,On Time
SHP01688,2025-09-12,2025-09-17,Business,Central,West,Fragile,Same Day,641,5,Delivered,Not On Time
SHP00697,2025-09-14,2025-09-19,Individual,North,West,Document,Standard,404,5,Failed,Not On Time
SHP01034,2025-09-14,2025-09-15,Individual,South,South,Electronics,Standard,285,1,Cancelled,Not On Time
SHP00582,2025-09-15,2025-09-20,Individual,South,Central,Parcel,Standard,437,5,Delivered,Not On Time
SHP00186,2025-09-15,2025-09-16,Individual,North,South,Fragile,Express,183,1,Cancelled,Not On Time
SHP00707,2025-09-15,2025-09-16,Business,East,South,Fragile,Express,427,1,Delivered,On Time
SHP01878,2025-09-15,2025-09-19,Business,East,Central,Document,Standard,315,4,Delayed,Not On Time
SHP00657,2025-09-16,2025-09-19,Individual,Central,East,Fragile,Express,679,3,Delayed,Not On Time
SHP01885,2025-09-16,2025-09-19,Business,North,West,Parcel,Express,188,3,Delivered,On Time
SHP00265,2025-09-17,2025-09-22,Individual,North,East,Parcel,Express,416,5,Delivered,Not On Time
SHP01735,2025-09-18,2025-09-21,Individual,North,Central,Parcel,Standard,156,3,Delivered,On Time
SHP00826,2025-09-18,2025-09-20,Individual,Central,West,Fragile,Standard,493,2,Cancelled,Not On Time
SHP00201,2025-09-19,2025-09-23,Individual,South,North,Parcel,Same Day,659,4,Cancelled,Not On Time
SHP00134,2025-09-19,2025-09-26,Individual,East,Central,Parcel,Standard,225,7,Delivered,Not On Time
SHP01084,2025-09-20,2025-09-25,Individual,East,West,Parcel,Express,176,5,Delivered,Not On Time
SHP01875,2025-09-20,2025-09-23,Individual,Central,Central,Electronics,Express,164,3,Delivered,On Time
SHP01588,2025-09-20,2025-09-23,Business,West,West,Fragile,Standard,169,3,Cancelled,Not On Time
SHP01481,2025-09-21,2025-09-26,Individual,Central,East,Parcel,Same Day,328,5,Delivered,Not On Time
SHP01736,2025-09-21,2025-09-24,Individual,East,North,Document,Express,206,3,Delivered,On Time
SHP01667,2025-09-22,2025-09-24,Individual,South,North,Parcel,Standard,478,2,Delivered,On Time
SHP00980,2025-09-23,2025-09-26,Individual,North,South,Fragile,Express,167,3,Delayed,Not On Time
SHP00133,2025-09-24,2025-09-28,Business,Central,East,Parcel,Standard,387,4,Delivered,Not On Time
SHP01726,2025-09-24,2025-09-27,Business,South,West,Fragile,Express,202,3,Delivered,On Time
SHP01019,2025-09-25,2025-09-30,Individual,South,South,Document,Standard,444,5,Delivered,Not On Time
SHP00455,2025-09-25,2025-09-29,Business,East,North,Parcel,Same Day,259,4,Delivered,Not On Time
SHP00330,2025-09-25,2025-09-28,Business,Central,South,Document,Standard,256,3,Delivered,On Time
SHP00630,2025-09-25,2025-09-28,Individual,Central,West,Parcel,Standard,404,3,Delivered,On Time
SHP00442,2025-09-25,2025-09-26,Business,Central,West,Parcel,Express,116,1,Delayed,Not On Time
SHP01185,2025-09-26,2025-09-30,Individual,West,West,Parcel,Standard,321,4,Delivered,Not On Time
SHP01380,2025-09-26,2025-09-27,Individual,West,West,Parcel,Standard,284,1,Delayed,Not On Time
SHP00320,2025-09-27,2025-10-02,Individual,East,West,Fragile,Standard,249,5,Delivered,Not On Time
SHP01681,2025-09-28,2025-09-30,Individual,East,Central,Fragile,Standard,112,2,Delivered,On Time
SHP01447,2025-09-28,2025-09-30,Business,West,North,Document,Standard,195,2,Delivered,On Time
SHP00660,2025-09-30,2025-10-02,Individual,North,West,Electronics,Standard,152,2,Delivered,On Time
SHP00880,2025-10-01,2025-10-07,Individual,West,East,Document,Standard,480,6,Delayed,Not On Time
SHP00218,2025-10-01,2025-10-04,Individual,South,South,Parcel,Standard,262,3,Delivered,On Time
SHP00180,2025-10-02,2025-10-04,Individual,East,East,Document,Standard,389,2,Delivered,On Time
SHP00147,2025-10-03,2025-10-04,Individual,South,West,Fragile,Standard,209,1,Delivered,On Time
SHP01820,2025-10-03,2025-10-07,Individual,East,Central,Parcel,Standard,117,4,Delivered,Not On Time
SHP00103,2025-10-04,2025-10-08,Individual,East,North,Fragile,Express,218,4,Delivered,Not On Time
SHP01626,2025-10-05,2025-10-08,Individual,East,West,Fragile,Express,253,3,Delivered,On Time
SHP00637,2025-10-06,2025-10-07,Individual,North,East,Electronics,Express,483,1,Delayed,Not On Time
SHP00129,2025-10-07,2025-10-08,Individual,West,East,Document,Express,176,1,Delivered,On Time
SHP01008,2025-10-07,2025-10-09,Individual,Central,East,Document,Express,463,2,Delayed,Not On Time
SHP00724,2025-10-07,2025-10-08,Individual,North,East,Document,Standard,232,1,Delivered,On Time
SHP00032,2025-10-08,2025-10-13,Business,South,East,Parcel,Express,350,5,Delayed,Not On Time
SHP01985,2025-10-08,2025-10-12,Individual,West,West,Parcel,Standard,222,4,Delivered,Not On Time
SHP00078,2025-10-09,2025-10-10,Individual,South,East,Electronics,Standard,252,1,Delivered,On Time
SHP01694,2025-10-09,2025-10-11,Individual,Central,Central,Parcel,Standard,214,2,Delivered,On Time
SHP00137,2025-10-10,2025-10-15,Individual,East,West,Parcel,Express,323,5,Delayed,Not On Time
SHP01673,2025-10-11,2025-10-15,Individual,West,Central,Parcel,Standard,102,4,Cancelled,Not On Time
SHP01856,2025-10-11,2025-10-13,Business,North,South,Document,Express,451,2,Delivered,On Time
SHP01953,2025-10-13,2025-10-14,Individual,West,North,Electronics,Standard,410,1,Delivered,On Time
SHP00469,2025-10-14,2025-10-17,Business,North,East,Parcel,Standard,168,3,Delayed,Not On Time
SHP00286,2025-10-15,2025-10-18,Individual,West,East,Electronics,Express,337,3,Delivered,On Time
SHP00745,2025-10-15,2025-10-21,Individual,West,North,Fragile,Express,455,6,Delivered,Not On Time
SHP00317,2025-10-17,2025-10-19,Business,East,West,Fragile,Standard,377,2,Delivered,On Time
SHP00495,2025-10-17,2025-10-19,Individual,East,South,Parcel,Standard,85,2,Delivered,On Time
SHP00321,2025-10-18,2025-10-22,Business,East,East,Fragile,Express,517,4,Delivered,Not On Time
SHP01730,2025-10-18,2025-10-20,Individual,North,East,Fragile,Standard,169,2,Delivered,On Time
SHP00445,2025-10-19,2025-10-22,Individual,West,West,Parcel,Express,350,3,Delivered,On Time
SHP00239,2025-10-20,2025-10-22,Individual,East,North,Fragile,Standard,221,2,Delayed,Not On Time
SHP00169,2025-10-21,2025-10-24,Business,North,North,Document,Standard,166,3,Delivered,On Time
SHP01855,2025-10-22,2025-10-25,Individual,South,West,Fragile,Standard,241,3,Delivered,On Time
SHP01668,2025-10-22,2025-10-24,Individual,North,West,Electronics,Standard,83,2,Delivered,On Time
SHP01982,2025-10-22,2025-10-25,Individual,East,East,Parcel,Express,344,3,Delivered,On Time
SHP01069,2025-10-22,2025-10-25,Individual,East,Central,Parcel,Standard,129,3,Delivered,On Time
SHP00866,2025-10-22,2025-10-25,Individual,South,Central,Parcel,Express,622,3,Delivered,On Time
SHP00705,2025-10-23,2025-10-26,Individual,South,West,Document,Standard,96,3,Delivered,On Time
SHP01669,2025-10-23,2025-10-25,Business,North,South,Parcel,Same Day,569,2,Delivered,On Time
SHP01717,2025-10-23,2025-10-26,Individual,Central,Central,Fragile,Standard,288,3,Delivered,On Time
SHP00892,2025-10-23,2025-10-26,Individual,East,South,Parcel,Express,216,3,Delivered,On Time
SHP01991,2025-10-23,2025-10-25,Individual,North,West,Document,Standard,498,2,Delivered,On Time
SHP01414,2025-10-23,2025-10-26,Individual,North,Central,Parcel,Same Day,898,3,Delivered,On Time
SHP01814,2025-10-24,2025-10-27,Individual,West,North,Parcel,Express,595,3,Delivered,On Time
SHP01986,2025-10-24,2025-10-27,Individual,Central,South,Parcel,Standard,283,3,Delivered,On Time
SHP00408,2025-10-24,2025-10-26,Individual,East,South,Parcel,Standard,359,2,Delivered,On Time
SHP01919,2025-10-25,2025-10-26,Business,West,East,Parcel,Standard,380,1,Failed,Not On Time
SHP01035,2025-10-25,2025-10-27,Individual,North,East,Parcel,Express,438,2,Delivered,On Time
SHP00885,2025-10-25,2025-10-27,Business,Central,South,Document,Express,216,2,Delivered,On Time
SHP00140,2025-10-25,2025-10-30,Business,North,West,Electronics,Standard,230,5,Delivered,Not On Time
SHP01655,2025-10-25,2025-10-28,Individual,North,South,Parcel,Standard,394,3,Delivered,On Time
SHP01589,2025-10-26,2025-11-02,Business,South,North,Fragile,Standard,424,7,Delivered,Not On Time
SHP00790,2025-10-26,2025-10-31,Individual,Central,North,Parcel,Express,680,5,Delayed,Not On Time
SHP00893,2025-10-27,2025-10-29,Individual,East,South,Fragile,Express,312,2,Failed,Not On Time
SHP00668,2025-10-27,2025-10-28,Business,West,Central,Parcel,Standard,111,1,Delayed,Not On Time
SHP00991,2025-10-27,2025-10-31,Business,North,Central,Parcel,Express,407,4,Delivered,Not On Time
SHP00626,2025-10-28,2025-10-30,Individual,North,South,Fragile,Express,347,2,Delivered,On Time
SHP00504,2025-10-29,2025-11-01,Business,North,Central,Parcel,Express,351,3,Delivered,On Time
SHP01533,2025-10-30,2025-11-05,Individual,South,South,Parcel,Standard,183,6,Delivered,Not On Time
SHP01725,2025-10-31,2025-11-05,Business,East,North,Document,Express,153,5,Delivered,Not On Time
SHP00911,2025-10-31,2025-11-04,Individual,South,South,Fragile,Standard,400,4,Delivered,Not On Time
SHP01623,2025-10-31,2025-11-02,Individual,East,East,Parcel,Standard,105,2,Delivered,On Time
SHP01865,2025-11-02,2025-11-03,Individual,North,North,Parcel,Express,521,1,Failed,Not On Time
SHP01233,2025-11-02,2025-11-07,Business,East,East,Fragile,Same Day,405,5,Delivered,Not On Time
SHP00487,2025-11-02,2025-11-05,Individual,East,East,Parcel,Express,381,3,Delivered,On Time
SHP01810,2025-11-02,2025-11-03,Individual,Central,East,Parcel,Express,220,1,Delivered,On Time
SHP00628,2025-11-02,2025-11-07,Individual,Central,Central,Parcel,Standard,348,5,Delivered,Not On Time
SHP01360,2025-11-03,2025-11-04,Individual,East,East,Fragile,Standard,354,1,Delivered,On Time
SHP01666,2025-11-03,2025-11-08,Individual,South,West,Fragile,Express,466,5,Delayed,Not On Time
SHP00571,2025-11-04,2025-11-07,Business,East,East,Parcel,Standard,437,3,Delivered,On Time
SHP01247,2025-11-05,2025-11-11,Individual,West,West,Document,Express,190,6,Delayed,Not On Time
SHP00400,2025-11-06,2025-11-07,Business,West,South,Document,Express,655,1,Delayed,Not On Time
SHP01028,2025-11-06,2025-11-08,Individual,South,South,Parcel,Standard,362,2,Delivered,On Time
SHP00507,2025-11-06,2025-11-11,Individual,North,Central,Parcel,Standard,348,5,Delivered,Not On Time
SHP00555,2025-11-07,2025-11-08,Individual,Central,North,Document,Standard,265,1,Delivered,On Time
SHP01770,2025-11-08,2025-11-14,Individual,North,Central,Document,Standard,349,6,Failed,Not On Time
SHP01648,2025-11-12,2025-11-16,Individual,South,West,Fragile,Express,371,4,Delivered,Not On Time
SHP00634,2025-11-12,2025-11-15,Individual,Central,Central,Parcel,Standard,138,3,Delivered,On Time
SHP00298,2025-11-12,2025-11-16,Individual,Central,North,Parcel,Express,304,4,Delivered,Not On Time
SHP00126,2025-11-12,2025-11-15,Business,West,Central,Parcel,Standard,145,3,Cancelled,Not On Time
SHP00846,2025-11-13,2025-11-17,Business,North,North,Electronics,Standard,500,4,Delivered,Not On Time
SHP00139,2025-11-14,2025-11-16,Individual,South,North,Document,Standard,219,2,Delivered,On Time
SHP00099,2025-11-14,2025-11-16,Individual,South,Central,Document,Express,160,2,Delivered,On Time
SHP00486,2025-11-15,2025-11-19,Individual,Central,North,Parcel,Standard,480,4,Delivered,Not On Time
SHP00281,2025-11-15,2025-11-18,Business,North,Central,Fragile,Standard,383,3,Delivered,On Time
SHP01408,2025-11-15,2025-11-16,Individual,North,West,Parcel,Express,489,1,Delivered,On Time
SHP00561,2025-11-15,2025-11-22,Individual,East,North,Parcel,Same Day,770,7,Failed,Not On Time
SHP01972,2025-11-16,2025-11-22,Individual,West,South,Electronics,Standard,244,6,Delayed,Not On Time
SHP00264,2025-11-16,2025-11-17,Individual,Central,North,Parcel,Express,568,1,Delivered,On Time
SHP01664,2025-11-17,2025-11-19,Individual,South,North,Fragile,Standard,458,2,Delayed,Not On Time
SHP00028,2025-11-17,2025-11-21,Individual,South,West,Fragile,Standard,225,4,Delivered,Not On Time
SHP01273,2025-11-17,2025-11-21,Business,East,Central,Fragile,Same Day,220,4,Failed,Not On Time
SHP01492,2025-11-17,2025-11-20,Individual,North,Central,Electronics,Express,193,3,Delivered,On Time
SHP00220,2025-11-18,2025-11-19,Individual,South,East,Fragile,Standard,404,1,Delivered,On Time
SHP01553,2025-11-18,2025-11-20,Individual,Central,East,Parcel,Express,438,2,Delivered,On Time
SHP01087,2025-11-18,2025-11-23,Individual,East,East,Parcel,Standard,185,5,Delayed,Not On Time
SHP00543,2025-11-19,2025-11-21,Individual,West,East,Fragile,Standard,447,2,Delivered,On Time
SHP01171,2025-11-19,2025-11-20,Business,North,South,Document,Standard,342,1,Delivered,On Time
SHP00898,2025-11-19,2025-11-21,Individual,West,East,Parcel,Express,462,2,Delivered,On Time
SHP00374,2025-11-20,2025-11-24,Individual,Central,North,Parcel,Standard,418,4,Delivered,Not On Time
SHP00751,2025-11-20,2025-11-26,Business,East,North,Electronics,Standard,142,6,Delivered,Not On Time
SHP01822,2025-11-20,2025-11-21,Individual,Central,West,Document,Standard,307,1,Delivered,On Time
SHP01174,2025-11-20,2025-11-23,Individual,Central,East,Parcel,Standard,271,3,Delivered,On Time
SHP00377,2025-11-21,2025-11-23,Business,North,West,Parcel,Standard,345,2,Delivered,On Time
SHP01512,2025-11-21,2025-11-23,Individual,South,Central,Parcel,Express,540,2,Delivered,On Time
SHP00702,2025-11-22,2025-11-23,Individual,West,West,Document,Standard,228,1,Delivered,On Time
SHP01023,2025-11-23,2025-11-25,Individual,South,East,Electronics,Express,151,2,Delivered,On Time
SHP01516,2025-11-23,2025-11-28,Individual,West,West,Parcel,Standard,206,5,Delivered,Not On Time
SHP01323,2025-11-23,2025-11-27,Business,East,East,Fragile,Express,626,4,Delivered,Not On Time
SHP01410,2025-11-25,2025-11-28,Individual,East,West,Parcel,Standard,300,3,Delivered,On Time
SHP00343,2025-11-27,2025-12-04,Individual,East,East,Parcel,Same Day,632,7,Failed,Not On Time
SHP01129,2025-11-27,2025-11-29,Individual,South,West,Electronics,Standard,426,2,Delivered,On Time
SHP00509,2025-11-28,2025-11-30,Individual,South,East,Parcel,Standard,433,2,Delivered,On Time
SHP01209,2025-11-28,2025-12-01,Individual,South,Central,Fragile,Express,690,3,Delivered,On Time
SHP00418,2025-11-29,2025-12-02,Individual,South,North,Document,Standard,454,3,Delivered,On Time
SHP00670,2025-11-29,2025-12-04,Business,North,East,Parcel,Express,458,5,Delivered,Not On Time
SHP00144,2025-11-29,2025-12-01,Individual,West,West,Fragile,Express,416,2,Delivered,On Time
SHP01870,2025-11-30,2025-12-02,Individual,South,Central,Document,Express,277,2,Delivered,On Time
SHP01684,2025-11-30,2025-12-02,Business,North,North,Document,Standard,357,2,Delayed,Not On Time
SHP01224,2025-11-30,2025-12-03,Business,North,North,Fragile,Express,391,3,Delivered,On Time
SHP01243,2025-11-30,2025-12-02,Individual,East,Central,Fragile,Standard,345,2,Delivered,On Time
SHP00254,2025-11-30,2025-12-03,Individual,West,West,Parcel,Standard,210,3,Delivered,On Time
SHP00024,2025-11-30,2025-12-02,Individual,South,Central,Electronics,Express,323,2,Delivered,On Time
SHP00961,2025-11-30,2025-12-05,Business,West,Central,Electronics,Same Day,855,5,Delivered,Not On Time
SHP01018,2025-12-02,2025-12-03,Individual,East,North,Fragile,Standard,244,1,Delivered,On Time
SHP01872,2025-12-03,2025-12-04,Individual,Central,South,Parcel,Standard,499,1,Delayed,Not On Time
SHP00053,2025-12-03,2025-12-05,Individual,South,West,Document,Standard,329,2,Delivered,On Time
SHP01272,2025-12-04,2025-12-06,Individual,South,Central,Parcel,Standard,447,2,Delivered,On Time
SHP00336,2025-12-04,2025-12-11,Individual,West,West,Electronics,Standard,145,7,Delivered,Not On Time
SHP01551,2025-12-04,2025-12-10,Individual,South,East,Parcel,Standard,450,6,Delivered,Not On Time
SHP01267,2025-12-05,2025-12-07,Business,North,North,Parcel,Express,661,2,Delivered,On Time
SHP01144,2025-12-05,2025-12-08,Individual,North,West,Parcel,Same Day,369,3,Delivered,On Time
SHP00968,2025-12-07,2025-12-10,Individual,West,East,Parcel,Express,437,3,Delayed,Not On Time
SHP01698,2025-12-08,2025-12-15,Individual,North,East,Parcel,Standard,139,7,Delivered,Not On Time
SHP00526,2025-12-09,2025-12-15,Individual,South,East,Parcel,Express,476,6,Delayed,Not On Time
SHP00551,2025-12-09,2025-12-11,Individual,North,Central,Parcel,Standard,440,2,Delivered,On Time
SHP00965,2025-12-09,2025-12-16,Individual,South,North,Fragile,Same Day,180,7,Delivered,Not On Time
SHP00887,2025-12-10,2025-12-13,Individual,Central,West,Electronics,Express,550,3,Delivered,On Time
SHP01153,2025-12-10,2025-12-14,Individual,Central,North,Parcel,Same Day,436,4,Delivered,Not On Time
SHP01072,2025-12-10,2025-12-16,Business,West,South,Electronics,Standard,455,6,Delayed,Not On Time
SHP00136,2025-12-10,2025-12-13,Individual,East,Central,Parcel,Express,315,3,Delayed,Not On Time
SHP01568,2025-12-11,2025-12-16,Business,North,West,Document,Express,591,5,Delivered,Not On Time
SHP01078,2025-12-11,2025-12-13,Individual,South,Central,Parcel,Standard,233,2,Delivered,On Time
SHP00833,2025-12-12,2025-12-15,Business,South,South,Fragile,Standard,293,3,Delivered,On Time
SHP01046,2025-12-13,2025-12-16,Individual,North,North,Parcel,Express,302,3,Delivered,On Time
SHP00979,2025-12-14,2025-12-17,Business,South,North,Parcel,Standard,359,3,Delivered,On Time
SHP00556,2025-12-14,2025-12-19,Individual,Central,West,Fragile,Standard,94,5,Delivered,Not On Time
SHP01361,2025-12-14,2025-12-16,Business,Central,North,Document,Express,386,2,Delivered,On Time
SHP00682,2025-12-14,2025-12-17,Individual,North,North,Document,Express,335,3,Delivered,On Time
SHP00466,2025-12-14,2025-12-19,Individual,South,South,Parcel,Same Day,459,5,Delivered,Not On Time
SHP01609,2025-12-15,2025-12-21,Individual,South,West,Document,Express,315,6,Delivered,Not On Time
SHP01898,2025-12-15,2025-12-18,Business,South,North,Electronics,Standard,499,3,Delayed,Not On Time
SHP00732,2025-12-15,2025-12-17,Business,East,South,Parcel,Standard,151,2,Delivered,On Time
SHP01275,2025-12-16,2025-12-21,Individual,Central,East,Fragile,Same Day,218,5,Delayed,Not On Time
SHP01385,2025-12-16,2025-12-19,Business,North,Central,Electronics,Standard,188,3,Delivered,On Time
SHP00562,2025-12-17,2025-12-20,Individual,North,East,Parcel,Standard,490,3,Delivered,On Time
SHP00426,2025-12-18,2025-12-19,Business,East,East,Parcel,Standard,199,1,Delivered,On Time
SHP00658,2025-12-19,2025-12-23,Individual,South,East,Electronics,Express,690,4,Delivered,Not On Time
